"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"20/01/2026 00:30:00 - 20/01/2026 00:45:00","BZN|NL","Without Sequence","92.53","",""
"20/01/2026 00:45:00 - 20/01/2026 01:00:00","BZN|NL","Without Sequence","92.54","",""
"20/01/2026 01:00:00 - 20/01/2026 01:15:00","BZN|NL","Without Sequence","94.66","",""
"20/01/2026 01:15:00 - 20/01/2026 01:30:00","BZN|NL","Without Sequence","91.78","",""
"20/01/2026 01:30:00 - 20/01/2026 01:45:00","BZN|NL","Without Sequence","91.62","",""
"20/01/2026 01:45:00 - 20/01/2026 02:00:00","BZN|NL","Without Sequence","92.10","",""
"20/01/2026 02:00:00 - 20/01/2026 02:15:00","BZN|NL","Without Sequence","90.52","",""
"20/01/2026 02:15:00 - 20/01/2026 02:30:00","BZN|NL","Without Sequence","90.95","",""
"20/01/2026 02:30:00 - 20/01/2026 02:45:00","BZN|NL","Without Sequence","90.88","",""
"20/01/2026 02:45:00 - 20/01/2026 03:00:00","BZN|NL","Without Sequence","89.29","",""
"20/01/2026 03:00:00 - 20/01/2026 03:15:00","BZN|NL","Without Sequence","92.49","",""
"20/01/2026 03:15:00 - 20/01/2026 03:30:00","BZN|NL","Without Sequence","90.83","",""
"20/01/2026 03:30:00 - 20/01/2026 03:45:00","BZN|NL","Without Sequence","90.78","",""
"20/01/2026 03:45:00 - 20/01/2026 04:00:00","BZN|NL","Without Sequence","90.70","",""
"20/01/2026 04:00:00 - 20/01/2026 04:15:00","BZN|NL","Without Sequence","95.37","",""
"20/01/2026 04:15:00 - 20/01/2026 04:30:00","BZN|NL","Without Sequence","95.30","",""
"20/01/2026 04:30:00 - 20/01/2026 04:45:00","BZN|NL","Without Sequence","93.29","",""
"20/01/2026 04:45:00 - 20/01/2026 05:00:00","BZN|NL","Without Sequence","92.49","",""
"20/01/2026 05:00:00 - 20/01/2026 05:15:00","BZN|NL","Without Sequence","95.38","",""
"20/01/2026 05:15:00 - 20/01/2026 05:30:00","BZN|NL","Without Sequence","90.72","",""
"20/01/2026 05:30:00 - 20/01/2026 05:45:00","BZN|NL","Without Sequence","92.41","",""
"20/01/2026 05:45:00 - 20/01/2026 06:00:00","BZN|NL","Without Sequence","98.29","",""
"20/01/2026 06:00:00 - 20/01/2026 06:15:00","BZN|NL","Without Sequence","82.21","",""
"20/01/2026 06:15:00 - 20/01/2026 06:30:00","BZN|NL","Without Sequence","88.88","",""
"20/01/2026 06:30:00 - 20/01/2026 06:45:00","BZN|NL","Without Sequence","98.50","",""
"20/01/2026 06:45:00 - 20/01/2026 07:00:00","BZN|NL","Without Sequence","113.74","",""
"20/01/2026 07:00:00 - 20/01/2026 07:15:00","BZN|NL","Without Sequence","83.81","",""
"20/01/2026 07:15:00 - 20/01/2026 07:30:00","BZN|NL","Without Sequence","106.10","",""
"20/01/2026 07:30:00 - 20/01/2026 07:45:00","BZN|NL","Without Sequence","186.02","",""
"20/01/2026 07:45:00 - 20/01/2026 08:00:00","BZN|NL","Without Sequence","239.53","",""
"20/01/2026 08:00:00 - 20/01/2026 08:15:00","BZN|NL","Without Sequence","159.99","",""
"20/01/2026 08:15:00 - 20/01/2026 08:30:00","BZN|NL","Without Sequence","228.87","",""
"20/01/2026 08:30:00 - 20/01/2026 08:45:00","BZN|NL","Without Sequence","195.36","",""
"20/01/2026 08:45:00 - 20/01/2026 09:00:00","BZN|NL","Without Sequence","162.42","",""
"20/01/2026 09:00:00 - 20/01/2026 09:15:00","BZN|NL","Without Sequence","225.97","",""
"20/01/2026 09:15:00 - 20/01/2026 09:30:00","BZN|NL","Without Sequence","171.75","",""
"20/01/2026 09:30:00 - 20/01/2026 09:45:00","BZN|NL","Without Sequence","152.29","",""
"20/01/2026 09:45:00 - 20/01/2026 10:00:00","BZN|NL","Without Sequence","108.57","",""
"20/01/2026 10:00:00 - 20/01/2026 10:15:00","BZN|NL","Without Sequence","163.23","",""
"20/01/2026 10:15:00 - 20/01/2026 10:30:00","BZN|NL","Without Sequence","124.03","",""
"20/01/2026 10:30:00 - 20/01/2026 10:45:00","BZN|NL","Without Sequence","100.97","",""
"20/01/2026 10:45:00 - 20/01/2026 11:00:00","BZN|NL","Without Sequence","92.91","",""
"20/01/2026 11:00:00 - 20/01/2026 11:15:00","BZN|NL","Without Sequence","104.82","",""
"20/01/2026 11:15:00 - 20/01/2026 11:30:00","BZN|NL","Without Sequence","94.60","",""
"20/01/2026 11:30:00 - 20/01/2026 11:45:00","BZN|NL","Without Sequence","91.62","",""
"20/01/2026 11:45:00 - 20/01/2026 12:00:00","BZN|NL","Without Sequence","90.73","",""
"20/01/2026 12:00:00 - 20/01/2026 12:15:00","BZN|NL","Without Sequence","90.79","",""
"20/01/2026 12:15:00 - 20/01/2026 12:30:00","BZN|NL","Without Sequence","86.50","",""
"20/01/2026 12:30:00 - 20/01/2026 12:45:00","BZN|NL","Without Sequence","89.10","",""
"20/01/2026 12:45:00 - 20/01/2026 13:00:00","BZN|NL","Without Sequence","92.01","",""
"20/01/2026 13:00:00 - 20/01/2026 13:15:00","BZN|NL","Without Sequence","90.72","",""
"20/01/2026 13:15:00 - 20/01/2026 13:30:00","BZN|NL","Without Sequence","91.67","",""
"20/01/2026 13:30:00 - 20/01/2026 13:45:00","BZN|NL","Without Sequence","91.79","",""
"20/01/2026 13:45:00 - 20/01/2026 14:00:00","BZN|NL","Without Sequence","91.58","",""
"20/01/2026 14:00:00 - 20/01/2026 14:15:00","BZN|NL","Without Sequence","84.18","",""
"20/01/2026 14:15:00 - 20/01/2026 14:30:00","BZN|NL","Without Sequence","93.10","",""
"20/01/2026 14:30:00 - 20/01/2026 14:45:00","BZN|NL","Without Sequence","98.55","",""
"20/01/2026 14:45:00 - 20/01/2026 15:00:00","BZN|NL","Without Sequence","136.65","",""
"20/01/2026 15:00:00 - 20/01/2026 15:15:00","BZN|NL","Without Sequence","75.10","",""
"20/01/2026 15:15:00 - 20/01/2026 15:30:00","BZN|NL","Without Sequence","99.39","",""
"20/01/2026 15:30:00 - 20/01/2026 15:45:00","BZN|NL","Without Sequence","135.38","",""
"20/01/2026 15:45:00 - 20/01/2026 16:00:00","BZN|NL","Without Sequence","201.61","",""
"20/01/2026 16:00:00 - 20/01/2026 16:15:00","BZN|NL","Without Sequence","100.10","",""
"20/01/2026 16:15:00 - 20/01/2026 16:30:00","BZN|NL","Without Sequence","140.53","",""
"20/01/2026 16:30:00 - 20/01/2026 16:45:00","BZN|NL","Without Sequence","189.37","",""
"20/01/2026 16:45:00 - 20/01/2026 17:00:00","BZN|NL","Without Sequence","250.00","",""
"20/01/2026 17:00:00 - 20/01/2026 17:15:00","BZN|NL","Without Sequence","226.68","",""
"20/01/2026 17:15:00 - 20/01/2026 17:30:00","BZN|NL","Without Sequence","248.46","",""
"20/01/2026 17:30:00 - 20/01/2026 17:45:00","BZN|NL","Without Sequence","243.88","",""
"20/01/2026 17:45:00 - 20/01/2026 18:00:00","BZN|NL","Without Sequence","216.64","",""
"20/01/2026 18:00:00 - 20/01/2026 18:15:00","BZN|NL","Without Sequence","210.16","",""
"20/01/2026 18:15:00 - 20/01/2026 18:30:00","BZN|NL","Without Sequence","187.32","",""
"20/01/2026 18:30:00 - 20/01/2026 18:45:00","BZN|NL","Without Sequence","170.08","",""
"20/01/2026 18:45:00 - 20/01/2026 19:00:00","BZN|NL","Without Sequence","148.45","",""
"20/01/2026 19:00:00 - 20/01/2026 19:15:00","BZN|NL","Without Sequence","184.30","",""
"20/01/2026 19:15:00 - 20/01/2026 19:30:00","BZN|NL","Without Sequence","132.45","",""
"20/01/2026 19:30:00 - 20/01/2026 19:45:00","BZN|NL","Without Sequence","117.11","",""
"20/01/2026 19:45:00 - 20/01/2026 20:00:00","BZN|NL","Without Sequence","103.29","",""
"20/01/2026 20:00:00 - 20/01/2026 20:15:00","BZN|NL","Without Sequence","161.11","",""
"20/01/2026 20:15:00 - 20/01/2026 20:30:00","BZN|NL","Without Sequence","123.09","",""
"20/01/2026 20:30:00 - 20/01/2026 20:45:00","BZN|NL","Without Sequence","110.99","",""
"20/01/2026 20:45:00 - 20/01/2026 21:00:00","BZN|NL","Without Sequence","104.81","",""
"20/01/2026 21:00:00 - 20/01/2026 21:15:00","BZN|NL","Without Sequence","139.97","",""
"20/01/2026 21:15:00 - 20/01/2026 21:30:00","BZN|NL","Without Sequence","118.38","",""
"20/01/2026 21:30:00 - 20/01/2026 21:45:00","BZN|NL","Without Sequence","104.92","",""
"20/01/2026 21:45:00 - 20/01/2026 22:00:00","BZN|NL","Without Sequence","92.33","",""
"20/01/2026 22:00:00 - 20/01/2026 22:15:00","BZN|NL","Without Sequence","123.81","",""
"20/01/2026 22:15:00 - 20/01/2026 22:30:00","BZN|NL","Without Sequence","114.10","",""
"20/01/2026 22:30:00 - 20/01/2026 22:45:00","BZN|NL","Without Sequence","103.26","",""
"20/01/2026 22:45:00 - 20/01/2026 23:00:00","BZN|NL","Without Sequence","90.10","",""
"20/01/2026 23:00:00 - 20/01/2026 23:15:00","BZN|NL","Without Sequence","110.02","",""
"20/01/2026 23:15:00 - 20/01/2026 23:30:00","BZN|NL","Without Sequence","99.90","",""
"20/01/2026 23:30:00 - 20/01/2026 23:45:00","BZN|NL","Without Sequence","92.94","",""
"20/01/2026 23:45:00 - 21/01/2026 00:00:00","BZN|NL","Without Sequence","92.94","",""
"21/01/2026 00:00:00 - 21/01/2026 00:15:00","BZN|NL","Without Sequence","98.88","",""
"21/01/2026 00:15:00 - 21/01/2026 00:30:00","BZN|NL","Without Sequence","98.53","",""
"21/01/2026 00:30:00 - 21/01/2026 00:45:00","BZN|NL","Without Sequence","99.44","",""
"21/01/2026 00:45:00 - 21/01/2026 01:00:00","BZN|NL","Without Sequence","100.02","",""
"21/01/2026 01:00:00 - 21/01/2026 01:15:00","BZN|NL","Without Sequence","101.95","",""
"21/01/2026 01:15:00 - 21/01/2026 01:30:00","BZN|NL","Without Sequence","98.85","",""
"21/01/2026 01:30:00 - 21/01/2026 01:45:00","BZN|NL","Without Sequence","96.79","",""
"21/01/2026 01:45:00 - 21/01/2026 02:00:00","BZN|NL","Without Sequence","94.26","",""
"21/01/2026 02:00:00 - 21/01/2026 02:15:00","BZN|NL","Without Sequence","95.27","",""
"21/01/2026 02:15:00 - 21/01/2026 02:30:00","BZN|NL","Without Sequence","95.26","",""
"21/01/2026 02:30:00 - 21/01/2026 02:45:00","BZN|NL","Without Sequence","93.80","",""
"21/01/2026 02:45:00 - 21/01/2026 03:00:00","BZN|NL","Without Sequence","93.17","",""
"21/01/2026 03:00:00 - 21/01/2026 03:15:00","BZN|NL","Without Sequence","98.69","",""
"21/01/2026 03:15:00 - 21/01/2026 03:30:00","BZN|NL","Without Sequence","94.99","",""
"21/01/2026 03:30:00 - 21/01/2026 03:45:00","BZN|NL","Without Sequence","93.92","",""
"21/01/2026 03:45:00 - 21/01/2026 04:00:00","BZN|NL","Without Sequence","92.20","",""
"21/01/2026 04:00:00 - 21/01/2026 04:15:00","BZN|NL","Without Sequence","94.66","",""
"21/01/2026 04:15:00 - 21/01/2026 04:30:00","BZN|NL","Without Sequence","92.02","",""
"21/01/2026 04:30:00 - 21/01/2026 04:45:00","BZN|NL","Without Sequence","89.72","",""
"21/01/2026 04:45:00 - 21/01/2026 05:00:00","BZN|NL","Without Sequence","89.53","",""
"21/01/2026 05:00:00 - 21/01/2026 05:15:00","BZN|NL","Without Sequence","90.54","",""
"21/01/2026 05:15:00 - 21/01/2026 05:30:00","BZN|NL","Without Sequence","91.51","",""
"21/01/2026 05:30:00 - 21/01/2026 05:45:00","BZN|NL","Without Sequence","93.08","",""
"21/01/2026 05:45:00 - 21/01/2026 06:00:00","BZN|NL","Without Sequence","95.34","",""
"21/01/2026 06:00:00 - 21/01/2026 06:15:00","BZN|NL","Without Sequence","100.13","",""
"21/01/2026 06:15:00 - 21/01/2026 06:30:00","BZN|NL","Without Sequence","103.43","",""
"21/01/2026 06:30:00 - 21/01/2026 06:45:00","BZN|NL","Without Sequence","103.36","",""
"21/01/2026 06:45:00 - 21/01/2026 07:00:00","BZN|NL","Without Sequence","103.87","",""
"21/01/2026 07:00:00 - 21/01/2026 07:15:00","BZN|NL","Without Sequence","87.15","",""
"21/01/2026 07:15:00 - 21/01/2026 07:30:00","BZN|NL","Without Sequence","97.95","",""
"21/01/2026 07:30:00 - 21/01/2026 07:45:00","BZN|NL","Without Sequence","113.00","",""
"21/01/2026 07:45:00 - 21/01/2026 08:00:00","BZN|NL","Without Sequence","133.81","",""
"21/01/2026 08:00:00 - 21/01/2026 08:15:00","BZN|NL","Without Sequence","138.55","",""
"21/01/2026 08:15:00 - 21/01/2026 08:30:00","BZN|NL","Without Sequence","149.96","",""
"21/01/2026 08:30:00 - 21/01/2026 08:45:00","BZN|NL","Without Sequence","152.70","",""
"21/01/2026 08:45:00 - 21/01/2026 09:00:00","BZN|NL","Without Sequence","138.80","",""
"21/01/2026 09:00:00 - 21/01/2026 09:15:00","BZN|NL","Without Sequence","146.65","",""
"21/01/2026 09:15:00 - 21/01/2026 09:30:00","BZN|NL","Without Sequence","135.27","",""
"21/01/2026 09:30:00 - 21/01/2026 09:45:00","BZN|NL","Without Sequence","125.23","",""
"21/01/2026 09:45:00 - 21/01/2026 10:00:00","BZN|NL","Without Sequence","113.49","",""
"21/01/2026 10:00:00 - 21/01/2026 10:15:00","BZN|NL","Without Sequence","133.75","",""
"21/01/2026 10:15:00 - 21/01/2026 10:30:00","BZN|NL","Without Sequence","111.25","",""
"21/01/2026 10:30:00 - 21/01/2026 10:45:00","BZN|NL","Without Sequence","101.41","",""
"21/01/2026 10:45:00 - 21/01/2026 11:00:00","BZN|NL","Without Sequence","98.60","",""
"21/01/2026 11:00:00 - 21/01/2026 11:15:00","BZN|NL","Without Sequence","100.17","",""
"21/01/2026 11:15:00 - 21/01/2026 11:30:00","BZN|NL","Without Sequence","97.84","",""
"21/01/2026 11:30:00 - 21/01/2026 11:45:00","BZN|NL","Without Sequence","95.53","",""
"21/01/2026 11:45:00 - 21/01/2026 12:00:00","BZN|NL","Without Sequence","94.86","",""
"21/01/2026 12:00:00 - 21/01/2026 12:15:00","BZN|NL","Without Sequence","93.87","",""
"21/01/2026 12:15:00 - 21/01/2026 12:30:00","BZN|NL","Without Sequence","93.37","",""
"21/01/2026 12:30:00 - 21/01/2026 12:45:00","BZN|NL","Without Sequence","93.57","",""
"21/01/2026 12:45:00 - 21/01/2026 13:00:00","BZN|NL","Without Sequence","94.21","",""
"21/01/2026 13:00:00 - 21/01/2026 13:15:00","BZN|NL","Without Sequence","95.65","",""
"21/01/2026 13:15:00 - 21/01/2026 13:30:00","BZN|NL","Without Sequence","96.01","",""
"21/01/2026 13:30:00 - 21/01/2026 13:45:00","BZN|NL","Without Sequence","96.04","",""
"21/01/2026 13:45:00 - 21/01/2026 14:00:00","BZN|NL","Without Sequence","99.73","",""
"21/01/2026 14:00:00 - 21/01/2026 14:15:00","BZN|NL","Without Sequence","98.08","",""
"21/01/2026 14:15:00 - 21/01/2026 14:30:00","BZN|NL","Without Sequence","99.42","",""
"21/01/2026 14:30:00 - 21/01/2026 14:45:00","BZN|NL","Without Sequence","103.02","",""
"21/01/2026 14:45:00 - 21/01/2026 15:00:00","BZN|NL","Without Sequence","111.84","",""
"21/01/2026 15:00:00 - 21/01/2026 15:15:00","BZN|NL","Without Sequence","103.16","",""
"21/01/2026 15:15:00 - 21/01/2026 15:30:00","BZN|NL","Without Sequence","119.46","",""
"21/01/2026 15:30:00 - 21/01/2026 15:45:00","BZN|NL","Without Sequence","128.27","",""
"21/01/2026 15:45:00 - 21/01/2026 16:00:00","BZN|NL","Without Sequence","141.36","",""
"21/01/2026 16:00:00 - 21/01/2026 16:15:00","BZN|NL","Without Sequence","112.89","",""
"21/01/2026 16:15:00 - 21/01/2026 16:30:00","BZN|NL","Without Sequence","127.00","",""
"21/01/2026 16:30:00 - 21/01/2026 16:45:00","BZN|NL","Without Sequence","137.11","",""
"21/01/2026 16:45:00 - 21/01/2026 17:00:00","BZN|NL","Without Sequence","145.00","",""
"21/01/2026 17:00:00 - 21/01/2026 17:15:00","BZN|NL","Without Sequence","123.21","",""
"21/01/2026 17:15:00 - 21/01/2026 17:30:00","BZN|NL","Without Sequence","133.58","",""
"21/01/2026 17:30:00 - 21/01/2026 17:45:00","BZN|NL","Without Sequence","132.51","",""
"21/01/2026 17:45:00 - 21/01/2026 18:00:00","BZN|NL","Without Sequence","126.82","",""
"21/01/2026 18:00:00 - 21/01/2026 18:15:00","BZN|NL","Without Sequence","141.04","",""
"21/01/2026 18:15:00 - 21/01/2026 18:30:00","BZN|NL","Without Sequence","119.18","",""
"21/01/2026 18:30:00 - 21/01/2026 18:45:00","BZN|NL","Without Sequence","112.53","",""
"21/01/2026 18:45:00 - 21/01/2026 19:00:00","BZN|NL","Without Sequence","107.65","",""
"21/01/2026 19:00:00 - 21/01/2026 19:15:00","BZN|NL","Without Sequence","113.47","",""
"21/01/2026 19:15:00 - 21/01/2026 19:30:00","BZN|NL","Without Sequence","109.01","",""
"21/01/2026 19:30:00 - 21/01/2026 19:45:00","BZN|NL","Without Sequence","105.32","",""
"21/01/2026 19:45:00 - 21/01/2026 20:00:00","BZN|NL","Without Sequence","99.96","",""
"21/01/2026 20:00:00 - 21/01/2026 20:15:00","BZN|NL","Without Sequence","110.10","",""
"21/01/2026 20:15:00 - 21/01/2026 20:30:00","BZN|NL","Without Sequence","103.27","",""
"21/01/2026 20:30:00 - 21/01/2026 20:45:00","BZN|NL","Without Sequence","100.20","",""
"21/01/2026 20:45:00 - 21/01/2026 21:00:00","BZN|NL","Without Sequence","99.89","",""
"21/01/2026 21:00:00 - 21/01/2026 21:15:00","BZN|NL","Without Sequence","100.20","",""
"21/01/2026 21:15:00 - 21/01/2026 21:30:00","BZN|NL","Without Sequence","100.08","",""
"21/01/2026 21:30:00 - 21/01/2026 21:45:00","BZN|NL","Without Sequence","99.71","",""
"21/01/2026 21:45:00 - 21/01/2026 22:00:00","BZN|NL","Without Sequence","93.14","",""
"21/01/2026 22:00:00 - 21/01/2026 22:15:00","BZN|NL","Without Sequence","110.26","",""
"21/01/2026 22:15:00 - 21/01/2026 22:30:00","BZN|NL","Without Sequence","103.65","",""
"21/01/2026 22:30:00 - 21/01/2026 22:45:00","BZN|NL","Without Sequence","99.00","",""
"21/01/2026 22:45:00 - 21/01/2026 23:00:00","BZN|NL","Without Sequence","96.69","",""
"21/01/2026 23:00:00 - 21/01/2026 23:15:00","BZN|NL","Without Sequence","103.06","",""
"21/01/2026 23:15:00 - 21/01/2026 23:30:00","BZN|NL","Without Sequence","95.76","",""
"21/01/2026 23:30:00 - 21/01/2026 23:45:00","BZN|NL","Without Sequence","93.72","",""
"21/01/2026 23:45:00 - 22/01/2026 00:00:00","BZN|NL","Without Sequence","93.72","",""
"22/01/2026 00:00:00 - 22/01/2026 00:15:00","BZN|NL","Without Sequence","88.03","",""
"22/01/2026 00:15:00 - 22/01/2026 00:30:00","BZN|NL","Without Sequence","88.42","",""
"22/01/2026 00:30:00 - 22/01/2026 00:45:00","BZN|NL","Without Sequence","85.73","",""
"22/01/2026 00:45:00 - 22/01/2026 01:00:00","BZN|NL","Without Sequence","80.92","",""
"22/01/2026 01:00:00 - 22/01/2026 01:15:00","BZN|NL","Without Sequence","89.89","",""
"22/01/2026 01:15:00 - 22/01/2026 01:30:00","BZN|NL","Without Sequence","88.53","",""
"22/01/2026 01:30:00 - 22/01/2026 01:45:00","BZN|NL","Without Sequence","87.72","",""
"22/01/2026 01:45:00 - 22/01/2026 02:00:00","BZN|NL","Without Sequence","86.00","",""
"22/01/2026 02:00:00 - 22/01/2026 02:15:00","BZN|NL","Without Sequence","90.18","",""
"22/01/2026 02:15:00 - 22/01/2026 02:30:00","BZN|NL","Without Sequence","90.09","",""
"22/01/2026 02:30:00 - 22/01/2026 02:45:00","BZN|NL","Without Sequence","89.98","",""
"22/01/2026 02:45:00 - 22/01/2026 03:00:00","BZN|NL","Without Sequence","84.57","",""
"22/01/2026 03:00:00 - 22/01/2026 03:15:00","BZN|NL","Without Sequence","85.43","",""
"22/01/2026 03:15:00 - 22/01/2026 03:30:00","BZN|NL","Without Sequence","83.65","",""
"22/01/2026 03:30:00 - 22/01/2026 03:45:00","BZN|NL","Without Sequence","83.47","",""
"22/01/2026 03:45:00 - 22/01/2026 04:00:00","BZN|NL","Without Sequence","83.82","",""
"22/01/2026 04:00:00 - 22/01/2026 04:15:00","BZN|NL","Without Sequence","83.86","",""
"22/01/2026 04:15:00 - 22/01/2026 04:30:00","BZN|NL","Without Sequence","83.61","",""
"22/01/2026 04:30:00 - 22/01/2026 04:45:00","BZN|NL","Without Sequence","85.06","",""
"22/01/2026 04:45:00 - 22/01/2026 05:00:00","BZN|NL","Without Sequence","85.96","",""
"22/01/2026 05:00:00 - 22/01/2026 05:15:00","BZN|NL","Without Sequence","84.86","",""
"22/01/2026 05:15:00 - 22/01/2026 05:30:00","BZN|NL","Without Sequence","82.98","",""
"22/01/2026 05:30:00 - 22/01/2026 05:45:00","BZN|NL","Without Sequence","84.89","",""
"22/01/2026 05:45:00 - 22/01/2026 06:00:00","BZN|NL","Without Sequence","91.80","",""
"22/01/2026 06:00:00 - 22/01/2026 06:15:00","BZN|NL","Without Sequence","85.23","",""
"22/01/2026 06:15:00 - 22/01/2026 06:30:00","BZN|NL","Without Sequence","88.73","",""
"22/01/2026 06:30:00 - 22/01/2026 06:45:00","BZN|NL","Without Sequence","101.37","",""
"22/01/2026 06:45:00 - 22/01/2026 07:00:00","BZN|NL","Without Sequence","111.26","",""
"22/01/2026 07:00:00 - 22/01/2026 07:15:00","BZN|NL","Without Sequence","97.35","",""
"22/01/2026 07:15:00 - 22/01/2026 07:30:00","BZN|NL","Without Sequence","104.82","",""
"22/01/2026 07:30:00 - 22/01/2026 07:45:00","BZN|NL","Without Sequence","106.40","",""
"22/01/2026 07:45:00 - 22/01/2026 08:00:00","BZN|NL","Without Sequence","119.13","",""
"22/01/2026 08:00:00 - 22/01/2026 08:15:00","BZN|NL","Without Sequence","135.01","",""
"22/01/2026 08:15:00 - 22/01/2026 08:30:00","BZN|NL","Without Sequence","143.18","",""
"22/01/2026 08:30:00 - 22/01/2026 08:45:00","BZN|NL","Without Sequence","128.97","",""
"22/01/2026 08:45:00 - 22/01/2026 09:00:00","BZN|NL","Without Sequence","122.18","",""
"22/01/2026 09:00:00 - 22/01/2026 09:15:00","BZN|NL","Without Sequence","127.50","",""
"22/01/2026 09:15:00 - 22/01/2026 09:30:00","BZN|NL","Without Sequence","115.67","",""
"22/01/2026 09:30:00 - 22/01/2026 09:45:00","BZN|NL","Without Sequence","112.61","",""
"22/01/2026 09:45:00 - 22/01/2026 10:00:00","BZN|NL","Without Sequence","100.00","",""
"22/01/2026 10:00:00 - 22/01/2026 10:15:00","BZN|NL","Without Sequence","109.02","",""
"22/01/2026 10:15:00 - 22/01/2026 10:30:00","BZN|NL","Without Sequence","98.59","",""
"22/01/2026 10:30:00 - 22/01/2026 10:45:00","BZN|NL","Without Sequence","98.33","",""
"22/01/2026 10:45:00 - 22/01/2026 11:00:00","BZN|NL","Without Sequence","94.34","",""
"22/01/2026 11:00:00 - 22/01/2026 11:15:00","BZN|NL","Without Sequence","91.50","",""
"22/01/2026 11:15:00 - 22/01/2026 11:30:00","BZN|NL","Without Sequence","89.74","",""
"22/01/2026 11:30:00 - 22/01/2026 11:45:00","BZN|NL","Without Sequence","89.94","",""
"22/01/2026 11:45:00 - 22/01/2026 12:00:00","BZN|NL","Without Sequence","87.45","",""
"22/01/2026 12:00:00 - 22/01/2026 12:15:00","BZN|NL","Without Sequence","90.73","",""
"22/01/2026 12:15:00 - 22/01/2026 12:30:00","BZN|NL","Without Sequence","87.01","",""
"22/01/2026 12:30:00 - 22/01/2026 12:45:00","BZN|NL","Without Sequence","86.53","",""
"22/01/2026 12:45:00 - 22/01/2026 13:00:00","BZN|NL","Without Sequence","85.88","",""
"22/01/2026 13:00:00 - 22/01/2026 13:15:00","BZN|NL","Without Sequence","89.94","",""
"22/01/2026 13:15:00 - 22/01/2026 13:30:00","BZN|NL","Without Sequence","90.76","",""
"22/01/2026 13:30:00 - 22/01/2026 13:45:00","BZN|NL","Without Sequence","90.06","",""
"22/01/2026 13:45:00 - 22/01/2026 14:00:00","BZN|NL","Without Sequence","90.17","",""
"22/01/2026 14:00:00 - 22/01/2026 14:15:00","BZN|NL","Without Sequence","90.67","",""
"22/01/2026 14:15:00 - 22/01/2026 14:30:00","BZN|NL","Without Sequence","97.09","",""
"22/01/2026 14:30:00 - 22/01/2026 14:45:00","BZN|NL","Without Sequence","96.87","",""
"22/01/2026 14:45:00 - 22/01/2026 15:00:00","BZN|NL","Without Sequence","101.49","",""
"22/01/2026 15:00:00 - 22/01/2026 15:15:00","BZN|NL","Without Sequence","95.83","",""
"22/01/2026 15:15:00 - 22/01/2026 15:30:00","BZN|NL","Without Sequence","101.88","",""
"22/01/2026 15:30:00 - 22/01/2026 15:45:00","BZN|NL","Without Sequence","108.25","",""
"22/01/2026 15:45:00 - 22/01/2026 16:00:00","BZN|NL","Without Sequence","113.86","",""
"22/01/2026 16:00:00 - 22/01/2026 16:15:00","BZN|NL","Without Sequence","110.07","",""
"22/01/2026 16:15:00 - 22/01/2026 16:30:00","BZN|NL","Without Sequence","123.16","",""
"22/01/2026 16:30:00 - 22/01/2026 16:45:00","BZN|NL","Without Sequence","136.94","",""
"22/01/2026 16:45:00 - 22/01/2026 17:00:00","BZN|NL","Without Sequence","127.61","",""
"22/01/2026 17:00:00 - 22/01/2026 17:15:00","BZN|NL","Without Sequence","123.63","",""
"22/01/2026 17:15:00 - 22/01/2026 17:30:00","BZN|NL","Without Sequence","131.92","",""
"22/01/2026 17:30:00 - 22/01/2026 17:45:00","BZN|NL","Without Sequence","136.64","",""
"22/01/2026 17:45:00 - 22/01/2026 18:00:00","BZN|NL","Without Sequence","134.98","",""
"22/01/2026 18:00:00 - 22/01/2026 18:15:00","BZN|NL","Without Sequence","126.39","",""
"22/01/2026 18:15:00 - 22/01/2026 18:30:00","BZN|NL","Without Sequence","127.39","",""
"22/01/2026 18:30:00 - 22/01/2026 18:45:00","BZN|NL","Without Sequence","127.42","",""
"22/01/2026 18:45:00 - 22/01/2026 19:00:00","BZN|NL","Without Sequence","130.00","",""
"22/01/2026 19:00:00 - 22/01/2026 19:15:00","BZN|NL","Without Sequence","128.65","",""
"22/01/2026 19:15:00 - 22/01/2026 19:30:00","BZN|NL","Without Sequence","120.00","",""
"22/01/2026 19:30:00 - 22/01/2026 19:45:00","BZN|NL","Without Sequence","122.67","",""
"22/01/2026 19:45:00 - 22/01/2026 20:00:00","BZN|NL","Without Sequence","112.81","",""
"22/01/2026 20:00:00 - 22/01/2026 20:15:00","BZN|NL","Without Sequence","115.91","",""
"22/01/2026 20:15:00 - 22/01/2026 20:30:00","BZN|NL","Without Sequence","108.31","",""
"22/01/2026 20:30:00 - 22/01/2026 20:45:00","BZN|NL","Without Sequence","108.10","",""
"22/01/2026 20:45:00 - 22/01/2026 21:00:00","BZN|NL","Without Sequence","106.14","",""
"22/01/2026 21:00:00 - 22/01/2026 21:15:00","BZN|NL","Without Sequence","120.33","",""
"22/01/2026 21:15:00 - 22/01/2026 21:30:00","BZN|NL","Without Sequence","108.04","",""
"22/01/2026 21:30:00 - 22/01/2026 21:45:00","BZN|NL","Without Sequence","101.84","",""
"22/01/2026 21:45:00 - 22/01/2026 22:00:00","BZN|NL","Without Sequence","97.44","",""
